Time (s),Temperature (K),Total Mass 0.0% O2 (norm),Reacting Mass Decay 0.0% O2 (norm),MLR 0.0% O2 (g/s),Total Mass 4.3% O2 (norm),Reacting Mass Decay 4.3% O2 (norm),MLR 4.3% O2 (g/s),Total Mass 8.2% O2 (norm),Reacting Mass Decay 8.2% O2 (norm),MLR 8.2% O2 (g/s),Total Mass 20.5% O2 (norm),Reacting Mass Decay 20.5% O2 (norm),MLR 20.5% O2 (g/s)
14594.6,1516.22,1,1,0,0.8,1.2881e-40,2.20641e-39,0.8,8.52322e-77,2.7841e-75,0.8,6.7067e-191,5.47684e-189
14612.6,1517.72,1,1,0,0.8,2.72099e-41,4.73085e-40,0.8,4.3951e-78,1.45722e-76,0.8,4.0497e-194,3.35675e-192
14630.6,1519.22,1,1,0,0.8,5.61527e-42,9.90936e-41,0.8,2.16775e-79,7.29508e-78,0.8,2.18788e-197,1.84071e-195
14648.6,1520.72,1,1,0,0.8,1.13175e-42,2.02709e-41,0.8,1.02206e-80,3.49096e-79,0.8,1.05605e-200,9.01772e-199
14666.7,1522.22,1,1,0,0.8,2.22704e-43,4.04847e-42,0.8,4.60373e-82,1.59595e-80,0.8,4.54751e-204,3.94115e-202
14684.7,1523.72,1,1,0,0.8,4.27735e-44,7.89156e-43,0.8,1.97997e-83,6.96614e-82,0.8,1.74441e-207,1.53434e-205
14702.7,1525.23,1,1,0,0.8,8.01591e-45,1.5009e-43,0.8,8.12574e-85,2.90141e-83,0.8,5.95193e-211,5.31304e-209
14720.7,1526.73,1,1,0,0.8,1.46529e-45,2.78435e-44,0.8,3.18024e-86,1.15241e-84,0.8,1.80364e-214,1.63394e-212
14738.7,1528.23,1,1,0,0.8,2.61186e-46,5.0366e-45,0.8,1.18627e-87,4.36232e-86,0.8,4.84689e-218,4.4559e-216
14756.8,1529.73,1,1,0,0.8,4.53829e-47,8.88083e-46,0.8,4.21474e-89,1.57281e-87,0.8,1.15326e-221,1.0759e-219
14774.8,1531.23,1,1,0,0.8,7.68433e-48,1.52591e-46,0.8,1.42543e-90,5.39778e-89,0.8,2.42585e-225,2.29654e-223
14792.8,1532.73,1,1,0,0.8,1.2675e-48,2.55401e-47,0.8,4.58604e-92,1.76221e-90,0.8,4.50396e-229,4.32666e-227
14810.8,1534.23,1,1,0,0.8,2.036e-49,4.16282e-48,0.8,1.40272e-93,5.46923e-92,0.8,7.36929e-233,7.18325e-231
14828.8,1535.74,1,1,0,0.8,3.18378e-50,6.60508e-49,0.8,4.07628e-95,1.61266e-93,0.8,1.06086e-236,1.04925e-234
14846.8,1537.24,1,1,0,0.8,4.84506e-51,1.01987e-49,0.8,1.1247e-96,4.5147e-95,0.8,1.3415e-240,1.34624e-238
14864.9,1538.74,1,1,0,0.8,7.17293e-52,1.53195e-50,0.8,2.94444e-98,1.19921e-96,0.8,1.48767e-244,1.51474e-242
14882.9,1540.24,1,1,0,0.8,1.03272e-52,2.23779e-51,0.8,7.30928e-100,3.02034e-98,0.8,1.44439e-248,1.49213e-246
14900.9,1541.74,1,1,0,0.8,1.44546e-53,3.17773e-52,0.8,1.71934e-101,7.20805e-100,0.8,1.22575e-252,1.28469e-250
14918.9,1543.24,1,1,0,0.8,1.96613e-54,4.38518e-53,0.8,3.82973e-103,1.62888e-101,0.8,9.07655e-257,9.65118e-255
14936.9,1544.74,1,1,0,0.8,2.59804e-55,5.87856e-54,0.8,8.07233e-105,3.48313e-103,0.8,5.85459e-261,6.3155e-259
14955,1546.25,1,1,0,0.8,3.33386e-56,7.65266e-55,0.8,1.60898e-106,7.04307e-105,0.8,3.28382e-265,3.5936e-263
14973,1547.75,1,1,0,0.8,4.15299e-57,9.67057e-56,0.8,3.03057e-108,1.34574e-106,0.8,1.59886e-269,1.77496e-267
14991,1549.25,1,1,0,0.8,5.02021e-58,1.18585e-56,0.8,5.39026e-110,2.42807e-108,0.8,6.74567e-274,7.59655e-272
15009,1550.75,1,1,0,0.8,5.88669e-59,1.41052e-57,0.8,9.04687e-112,4.13383e-110,0.8,2.46176e-278,2.81216e-276
15027,1552.25,1,1,0,0.8,6.69334e-60,1.62683e-58,0.8,1.43178e-113,6.63624e-112,0.8,7.75696e-283,8.98829e-281
15045,1553.75,1,1,0,0.8,7.37685e-61,1.81865e-59,0.8,2.13515e-115,1.00381e-113,0.8,2.10655e-287,2.47592e-285
15063.1,1555.26,1,1,0,0.8,7.87752e-62,1.96986e-60,0.8,2.99803e-117,1.42964e-115,0.8,4.9214e-292,5.86705e-290
15081.1,1556.76,1,1,0,0.8,8.14756e-63,2.06647e-61,0.8,3.96071e-119,1.91567e-117,0.8,9.87265e-297,1.19377e-294
15099.1,1558.26,1,1,0,0.8,8.15859e-64,2.09874e-62,0.8,4.91946e-121,2.41327e-119,0.8,1.69743e-301,2.08172e-299
15117.1,1559.76,1,1,0,0.8,7.90641e-65,2.06279e-63,0.8,5.74033e-123,2.856e-121,0.8,2.49656e-306,3.1053e-304
15135.1,1561.26,1,1,0,0.8,7.41217e-66,1.96128e-64,0.8,6.28783e-125,3.17279e-123,0.8,3.1351e-311,3.95487e-309
15153.2,1562.76,1,1,0,0.8,6.71951e-67,1.80318e-65,0.8,6.46058e-127,3.30613e-125,0.8,3.35489e-316,4.29207e-314
15171.2,1564.26,1,1,0,0.8,5.88813e-68,1.60242e-66,0.8,6.22171e-129,3.2289e-127,0.8,3.05333e-321,3.95253e-319
15189.2,1565.77,1,1,0,0.8,4.98523e-69,1.37584e-67,0.8,5.61143e-131,2.95327e-129,0.8,0,0
15207.2,1567.27,1,1,0,0.8,4.07642e-70,1.14087e-68,0.8,4.73605e-133,2.52765e-131,0.8,0,0
15225.2,1568.77,1,1,0,0.8,3.21793e-71,9.13258e-70,0.8,3.73755e-135,2.02279e-133,0.8,0,0
15243.2,1570.27,1,1,0,0.8,2.45127e-72,7.05436e-71,0.8,2.75571e-137,1.51233e-135,0.8,0,0
15261.3,1571.77,1,1,0,0.8,1.80109e-73,5.25582e-72,0.8,1.8967e-139,1.05548e-137,0.8,0,0
15279.3,1573.27,1,1,0,0.8,1.27592e-74,3.77532e-73,0.8,1.21765e-141,6.87066e-140,0.8,0,0
15297.3,1574.77,1,1,0,0.8,8.71083e-76,2.6134e-74,0.8,7.28516e-144,4.16803e-142,0.8,0,0
15315.3,1576.28,1,1,0,0.8,5.72867e-77,1.74262e-75,0.8,4.05866e-146,2.35438e-144,0.8,0,0
15333.3,1577.78,1,1,0,0.8,3.62754e-78,1.1188e-76,0.8,2.10368e-148,1.23728e-146,0.8,0,0
15351.4,1579.28,1,1,0,0.8,2.21073e-79,6.91286e-78,0.8,1.01358e-150,6.04402e-149,0.8,0,0
15369.4,1580.78,1,1,0,0.8,1.29607e-80,4.10883e-79,0.8,4.53563e-153,2.74205e-151,0.8,0,0
15387.4,1582.28,1,1,0,0.8,7.3061e-82,2.3482e-80,0.8,1.88337e-155,1.15433e-153,0.8,0,0
15405.4,1583.78,1,1,0,0.8,3.95831e-83,1.28975e-81,0.8,7.25048e-158,4.50514e-156,0.8,0,0
15423.4,1585.29,1,1,0,0.8,2.06012e-84,6.80494e-83,0.8,2.58547e-160,1.62861e-158,0.8,0,0
15441.4,1586.79,1,1,0,0.8,1.02951e-85,3.44735e-84,0.8,8.53221e-163,5.44832e-161,0.8,0,0
15459.5,1588.29,1,1,0,0.8,4.93756e-87,1.67603e-85,0.8,2.60336e-165,1.68519e-163,0.8,0,0
15477.5,1589.79,1,1,0,0.8,2.27158e-88,7.81627e-87,0.8,7.33766e-168,4.81474e-166,0.8,0,0
15495.5,1591.29,1,1,0,0.8,1.002e-89,3.49485e-88,0.8,1.90864e-170,1.26949e-168,0.8,0,0
15513.5,1592.79,1,1,0,0.8,4.23559e-91,1.49746e-89,0.8,4.57747e-173,3.08611e-171,0.8,0,0
15531.5,1594.29,1,1,0,0.8,1.71494e-92,6.14553e-91,0.8,1.01123e-175,6.91041e-174,0.8,0,0
15549.5,1595.8,1,1,0,0.8,6.6475e-94,2.41449e-92,0.8,2.05578e-178,1.42393e-176,0.8,0,0
15567.6,1597.3,1,1,0,0.8,2.46557e-95,9.07675e-94,0.8,3.84226e-181,2.6974e-179,0.8,0,0
15585.6,1598.8,1,1,0,0.8,8.74589e-97,3.26327e-95,0.8,6.5956e-184,4.69298e-182,0.8,0,0
15603.6,1600.3,1,1,0,0.8,2.96547e-98,1.12142e-96,0.8,1.03884e-186,7.4915e-185,0.8,0,0
15621.6,1601.8,1,1,0,0.8,9.60635e-100,3.68167e-98,0.8,1.49983e-189,1.09616e-187,0.8,0,0
15639.6,1603.3,1,1,0,0.8,2.97145e-101,1.15414e-99,0.8,1.98284e-192,1.46867e-190,0.8,0,0
15657.7,1604.8,1,1,0,0.8,8.77188e-103,3.45282e-101,0.8,2.39801e-195,1.80002e-193,0.8,0,0
15675.7,1606.31,1,1,0,0.8,2.47e-104,9.85279e-103,0.8,2.65023e-198,2.016e-196,0.8,0,0
15693.7,1607.81,1,1,0,0.8,6.63049e-106,2.68027e-104,0.8,2.67383e-201,2.06116e-199,0.8,0,0
15711.7,1609.31,1,1,0,0.8,1.6959e-107,6.9469e-106,0.8,2.46007e-204,1.9217e-202,0.8,0,0
15729.7,1610.81,1,1,0,0.8,4.13065e-109,1.71459e-107,0.8,2.0619e-207,1.63213e-205,0.8,0,0
15747.7,1612.31,1,1,0,0.8,9.57547e-111,4.02753e-109,0.8,1.57264e-210,1.2614e-208,0.8,0,0
15765.8,1613.81,1,1,0,0.8,2.11144e-112,8.99879e-111,0.8,1.09035e-213,8.86174e-212,0.8,0,0
15783.8,1615.32,1,1,0,0.8,4.42615e-114,1.91139e-112,0.8,6.86449e-217,5.65296e-215,0.8,0,0
15801.8,1616.82,1,1,0,0.8,8.81565e-116,3.85729e-114,0.8,3.9199e-220,3.27076e-218,0.8,0,0
15819.8,1618.32,1,1,0,0.8,1.66729e-117,7.39152e-116,0.8,2.0281e-223,1.71458e-221,0.8,0,0
15837.8,1619.82,1,1,0,0.8,2.99253e-119,1.34415e-117,0.8,9.49648e-227,8.13424e-225,0.8,0,0
15855.9,1621.32,1,1,0,0.8,5.0943e-121,2.31829e-119,0.8,4.01984e-230,3.48848e-228,0.8,0,0
15873.9,1622.82,1,1,0,0.8,8.22031e-123,3.78996e-121,0.8,1.53649e-233,1.3509e-231,0.8,0,0
15891.9,1624.32,1,1,0,0.8,1.25657e-124,5.86932e-123,0.8,5.29702e-237,4.71821e-235,0.8,0,0
15909.9,1625.83,1,1,0,0.8,1.81852e-126,8.60522e-125,0.8,1.64516e-240,1.48455e-238,0.8,0,0
15927.9,1627.33,1,1,0,0.8,2.49009e-128,1.19369e-126,0.8,4.5978e-244,4.20312e-242,0.8,0,0
15945.9,1628.83,1,1,0,0.8,3.2241e-130,1.56569e-128,0.8,1.15491e-247,1.06952e-245,0.8,0,0
15964,1630.33,1,1,0,0.8,3.94482e-132,1.94061e-130,0.8,2.60424e-251,2.44307e-249,0.8,0,0
15982,1631.83,1,1,0,0.8,4.55825e-134,2.27148e-132,0.8,5.26538e-255,5.00364e-253,0.8,0,0
16000,1633.33,1,1,0,0.8,4.97101e-136,2.50927e-134,0.8,9.53381e-259,9.17729e-257,0.8,0,0
16018,1634.83,1,1,0,0.8,5.11314e-138,2.61439e-136,0.8,1.54404e-262,1.50553e-260,0.8,0,0
16036,1636.34,1,1,0,0.8,4.9573e-140,2.56744e-138,0.8,2.23395e-266,2.20634e-264,0.8,0,0
16054.1,1637.84,1,1,0,0.8,4.52726e-142,2.37492e-140,0.8,2.8838e-270,2.88486e-268,0.8,0,0
16072.1,1639.34,1,1,0,0.8,3.89197e-144,2.06793e-142,0.8,3.31733e-274,3.36124e-272,0.8,0,0
16090.1,1640.84,1,1,0,0.8,3.14746e-146,1.69381e-144,0.8,3.39621e-278,3.48534e-276,0.8,0,0
16108.1,1642.34,1,1,0,0.8,2.39285e-148,1.30422e-146,0.8,3.09048e-282,3.21223e-280,0.8,0,0
16126.1,1643.84,1,1,0,0.8,1.709e-150,9.43401e-149,0.8,2.49644e-286,2.62798e-284,0.8,0,0
16144.1,1645.35,1,1,0,0.8,1.14588e-152,6.40627e-151,0.8,1.78778e-290,1.90601e-288,0.8,0,0
16162.2,1646.85,1,1,0,0.8,7.20798e-155,4.08111e-153,0.8,1.13354e-294,1.2239e-292,0.8,0,0
16180.2,1648.35,1,1,0,0.8,4.25068e-157,2.43732e-155,0.8,6.35487e-299,6.94874e-297,0.8,0,0
16198.2,1649.85,1,1,0,0.8,2.34839e-159,1.36365e-157,0.8,3.14592e-303,3.48359e-301,0.8,0,0
16216.2,1651.35,1,1,0,0.8,1.21462e-161,7.14241e-160,0.8,1.37332e-307,1.54e-305,0.8,0,0
16234.2,1652.85,1,1,0,0.8,5.87708e-164,3.49965e-162,0.8,5.27942e-312,5.99509e-310,0.8,0,0
16252.3,1654.35,1,1,0,0.8,2.65838e-166,1.60299e-164,0.8,1.78483e-316,2.05237e-314,0.8,0,0
16270.3,1655.86,1,1,0,0.8,1.1233e-168,6.85879e-167,0.8,5.30132e-321,6.17582e-319,0.8,0,0
16288.3,1657.36,1,1,0,0.8,4.4307e-171,2.7394e-169,0.8,0,0,0.8,0,0
16306.3,1658.86,1,1,0,0.8,1.63016e-173,1.02055e-171,0.8,0,0,0.8,0,0
16324.3,1660.36,1,1,0,0.8,5.59044e-176,3.54373e-174,0.8,0,0,0.8,0,0
16342.3,1661.86,1,1,0,0.8,1.78562e-178,1.14605e-176,0.8,0,0,0.8,0,0
16360.4,1663.36,1,1,0,0.8,5.30803e-181,3.44937e-179,0.8,0,0,0.8,0,0
16378.4,1664.86,1,1,0,0.8,1.46738e-183,9.65453e-182,0.8,0,0,0.8,0,0
16396.4,1666.37,1,1,0,0.8,3.76951e-186,2.51099e-184,0.8,0,0,0.8,0,0
16414.4,1667.87,1,1,0,0.8,8.99122e-189,6.06373e-187,0.8,0,0,0.8,0,0
16432.4,1669.37,1,1,0,0.8,1.98977e-191,1.35856e-189,0.8,0,0,0.8,0,0
16450.5,1670.87,1,1,0,0.8,4.08221e-194,2.82171e-192,0.8,0,0,0.8,0,0
16468.5,1672.37,1,1,0,0.8,7.75796e-197,5.42871e-195,0.8,0,0,0.8,0,0
16486.5,1673.87,1,1,0,0.8,1.36461e-199,9.66675e-198,0.8,0,0,0.8,0,0
16504.5,1675.38,1,1,0,0.8,2.21985e-202,1.59188e-200,0.8,0,0,0.8,0,0
16522.5,1676.88,1,1,0,0.8,3.33688e-205,2.42232e-203,0.8,0,0,0.8,0,0
16540.5,1678.38,1,1,0,0.8,4.63124e-208,3.40316e-206,0.8,0,0,0.8,0,0
16558.6,1679.88,1,1,0,0.8,5.92968e-211,4.41065e-209,0.8,0,0,0.8,0,0
16576.6,1681.38,1,1,0,0.8,6.99805e-214,5.26896e-212,0.8,0,0,0.8,0,0
16594.6,1682.88,1,1,0,0.8,7.6062e-217,5.79671e-215,0.8,0,0,0.8,0,0
16612.6,1684.38,1,1,0,0.8,7.60728e-220,5.86815e-218,0.8,0,0,0.8,0,0
16630.6,1685.89,1,1,0,0.8,6.99502e-223,5.46146e-221,0.8,0,0,0.8,0,0
16648.6,1687.39,1,1,0,0.8,5.90837e-226,4.66902e-224,0.8,0,0,0.8,0,0
16666.7,1688.89,1,1,0,0.8,4.5802e-229,3.66329e-227,0.8,0,0,0.8,0,0
16684.7,1690.39,1,1,0,0.8,3.25578e-232,2.63549e-230,0.8,0,0,0.8,0,0
16702.7,1691.89,1,1,0,0.8,2.12027e-235,1.73704e-233,0.8,0,0,0.8,0,0
16720.7,1693.39,1,1,0,0.8,1.26387e-238,1.04791e-236,0.8,0,0,0.8,0,0
16738.7,1694.89,1,1,0,0.8,6.88964e-242,5.78107e-240,0.8,0,0,0.8,0,0
16756.8,1696.4,1,1,0,0.8,3.43142e-245,2.91386e-243,0.8,0,0,0.8,0,0
16774.8,1697.9,1,1,0,0.8,1.56004e-248,1.34061e-246,0.8,0,0,0.8,0,0
16792.8,1699.4,1,1,0,0.8,6.46808e-252,5.62482e-250,0.8,0,0,0.8,0,0
16810.8,1700.9,1,1,0,0.8,2.44336e-255,2.15019e-253,0.8,0,0,0.8,0,0
16828.8,1702.4,1,1,0,0.8,8.4016e-259,7.48165e-257,0.8,0,0,0.8,0,0
16846.8,1703.9,1,1,0,0.8,2.62715e-262,2.36732e-260,0.8,0,0,0.8,0,0
16864.9,1705.41,1,1,0,0.8,7.46341e-266,6.80516e-264,0.8,0,0,0.8,0,0
16882.9,1706.91,1,1,0,0.8,1.92442e-269,1.7755e-267,0.8,0,0,0.8,0,0
16900.9,1708.41,1,1,0,0.8,4.49932e-273,4.20028e-271,0.8,0,0,0.8,0,0
16918.9,1709.91,1,1,0,0.8,9.52912e-277,9.00088e-275,0.8,0,0,0.8,0,0
16936.9,1711.41,1,1,0,0.8,1.82635e-280,1.74546e-278,0.8,0,0,0.8,0,0
16955,1712.91,1,1,0,0.8,3.16453e-284,3.05997e-282,0.8,0,0,0.8,0,0
16973,1714.41,1,1,0,0.8,4.95208e-288,4.84474e-286,0.8,0,0,0.8,0,0
16991,1715.92,1,1,0,0.8,6.99163e-292,6.92034e-290,0.8,0,0,0.8,0,0
17009,1717.42,1,1,0,0.8,8.89686e-296,8.90927e-294,0.8,0,0,0.8,0,0
17027,1718.92,1,1,0,0.8,1.01933e-299,1.03268e-297,0.8,0,0,0.8,0,0
17045,1720.42,1,1,0,0.8,1.0504e-303,1.07658e-301,0.8,0,0,0.8,0,0
17063.1,1721.92,1,1,0,0.8,9.7254e-308,1.00839e-305,0.8,0,0,0.8,0,0
17081.1,1723.42,1,1,0,0.8,8.08183e-312,8.47724e-310,0.8,0,0,0.8,0,0
17099.1,1724.92,1,1,0,0.8,6.02143e-316,6.38936e-314,0.8,0,0,0.8,0,0
17117.1,1726.43,1,1,0,0.8,4.01824e-320,4.31319e-318,0.8,0,0,0.8,0,0
17135.1,1727.93,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17153.2,1729.43,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17171.2,1730.93,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17189.2,1732.43,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17207.2,1733.93,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17225.2,1735.44,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17243.2,1736.94,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17261.3,1738.44,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17279.3,1739.94,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17297.3,1741.44,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17315.3,1742.94,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17333.3,1744.44,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17351.4,1745.95,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17369.4,1747.45,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17387.4,1748.95,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17405.4,1750.45,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17423.4,1751.95,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17441.4,1753.45,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17459.5,1754.95,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17477.5,1756.46,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17495.5,1757.96,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17513.5,1759.46,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17531.5,1760.96,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17549.5,1762.46,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17567.6,1763.96,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17585.6,1765.47,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17603.6,1766.97,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17621.6,1768.47,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17639.6,1769.97,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17657.7,1771.47,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17675.7,1772.97,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17693.7,1774.47,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17711.7,1775.98,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17729.7,1777.48,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17747.7,1778.98,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17765.8,1780.48,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17783.8,1781.98,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17801.8,1783.48,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17819.8,1784.98,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17837.8,1786.49,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17855.9,1787.99,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17873.9,1789.49,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17891.9,1790.99,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17909.9,1792.49,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17927.9,1793.99,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17945.9,1795.5,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17964,1797,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
17982,1798.5,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
18000,1800,1,1,0,0.8,0,0,0.8,0,0,0.8,0,0
